city,model,sample_index,target_node,tod_band,congestion,condition,advisory_error,cited_locations,resolution_methods,resolved_set_sizes,cause_precision,cause_recall,faithfulness_f1,hallucination_rate,quantitative_fidelity,n_cited_causes,n_topk
chicago,mistral:7b,28,847,pm_rush,medium,RANDOM_target_region,,[],[],[],1.0,0.25,0.4,0.0,,4,8
chicago,mistral:7b,26,591,pm_rush,medium,RANDOM_target_region,,[],[],[],1.0,0.25,0.4,0.0,,4,8
chicago,mistral:7b,20,975,pm_rush,medium,RANDOM_target_region,,[],[],[],0.0,0.0,0.0,1.0,,4,8
chicago,mistral:7b,9,492,pm_rush,high,RANDOM_target_region,,[],[],[],1.0,0.5,0.6666666666666666,0.0,,4,8
chicago,mistral:7b,12,492,pm_rush,high,RANDOM_target_region,,[],[],[],1.0,0.375,0.5454545454545454,0.0,,4,8
chicago,mistral:7b,5,819,pm_rush,high,RANDOM_target_region,,[],[],[],1.0,0.125,0.2222222222222222,0.0,,4,8
chicago,mistral:7b,35,755,pm_rush,high,RANDOM_target_region,,[],[],[],1.0,0.25,0.4,0.0,,4,8
chicago,mistral:7b,29,819,pm_rush,high,RANDOM_target_region,,[],[],[],0.0,0.0,0.0,1.0,,4,8
chicago,mistral:7b,33,864,pm_rush,high,RANDOM_target_region,,[],[],[],1.0,0.125,0.2222222222222222,0.0,,4,8
chicago,mistral:7b,4,819,pm_rush,high,RANDOM_target_region,,[],[],[],1.0,0.25,0.4,0.0,,4,8
chicago,mistral:7b,65,851,evening,low,RANDOM_target_region,,[],[],[],0.0,0.0,0.0,1.0,,4,8
chicago,mistral:7b,68,851,evening,low,RANDOM_target_region,,[],[],[],1.0,0.125,0.2222222222222222,0.0,,4,8
chicago,mistral:7b,72,851,evening,low,RANDOM_target_region,,[],[],[],1.0,0.25,0.4,0.0,,4,8
chicago,mistral:7b,69,487,evening,low,RANDOM_target_region,,[],[],[],1.0,0.75,0.8571428571428571,0.0,,4,8
chicago,mistral:7b,66,851,evening,low,RANDOM_target_region,,[],[],[],1.0,0.25,0.4,0.0,,4,8
chicago,mistral:7b,71,851,evening,low,RANDOM_target_region,,[],[],[],1.0,0.625,0.7692307692307693,0.0,,4,8
chicago,mistral:7b,67,851,evening,low,RANDOM_target_region,,[],[],[],0.0,0.0,0.0,1.0,,4,8
chicago,mistral:7b,45,605,evening,medium,RANDOM_target_region,,[],[],[],1.0,1.0,1.0,0.0,,4,8
chicago,mistral:7b,49,844,evening,medium,RANDOM_target_region,,[],[],[],1.0,0.5,0.6666666666666666,0.0,,4,8
chicago,mistral:7b,47,605,evening,medium,RANDOM_target_region,,[],[],[],1.0,1.0,1.0,0.0,,4,8
chicago,mistral:7b,43,605,evening,medium,RANDOM_target_region,,[],[],[],1.0,1.0,1.0,0.0,,4,8
chicago,mistral:7b,48,605,evening,medium,RANDOM_target_region,,[],[],[],1.0,1.0,1.0,0.0,,4,8
chicago,mistral:7b,46,605,evening,medium,RANDOM_target_region,,[],[],[],1.0,0.75,0.8571428571428571,0.0,,4,8
chicago,mistral:7b,41,605,evening,medium,RANDOM_target_region,,[],[],[],1.0,1.0,1.0,0.0,,4,8
chicago,mistral:7b,40,605,evening,high,RANDOM_target_region,,[],[],[],1.0,1.0,1.0,0.0,,4,8
chicago,mistral:7b,38,851,evening,high,RANDOM_target_region,,[],[],[],1.0,0.625,0.7692307692307693,0.0,,4,8
chicago,mistral:7b,37,851,evening,high,RANDOM_target_region,,[],[],[],1.0,0.25,0.4,0.0,,4,8
chicago,mistral:7b,39,605,evening,high,RANDOM_target_region,,[],[],[],1.0,1.0,1.0,0.0,,4,8
chicago,mistral:7b,36,755,evening,high,RANDOM_target_region,,[],[],[],1.0,0.375,0.5454545454545454,0.0,,4,8
